pid,wl_neg_affect,wl_pos_affect,wl_anxiety,wl_sadness,wl_first_person_sg,wl_first_person_pl,wl_second_person,wl_third_person,wl_absolutist,wl_tentative,wl_certainty,wl_cognitive,wl_social,wl_work,wl_body,wl_past_focus,wl_future_focus,wl_filler,i_vs_we_ratio,neg_pos_ratio,past_future_ratio,absolutist_x_neg,sadness_x_first,word_count,unique_words,lexical_div,avg_word_len,words_per_sent,n_sentences,ttr_windowed,token_entropy,utt_len_mean,utt_len_std,utt_len_max,utt_len_min,n_utterances,short_utt_pct,avg_conf,conf_std,low_conf_pct,utt_dur_mean,utt_dur_std,speech_rate,pause_mean,pause_std,long_pause_pct,sent_neg,sent_pos,sent_neu,sent_compound,sent_var,sent_min,sent_max,neg_utt_pct
302,0.003289473684210526,0.014802631578947368,0.0,0.001644736842105263,0.054276315789473686,0.004934210526315789,0.019736842105263157,0.008223684210526315,0.008223684210526315,0.024671052631578948,0.008223684210526315,0.008223684210526315,0.023026315789473683,0.008223684210526315,0.001644736842105263,0.01644736842105263,0.004934210526315789,0.02138157894736842,10.997973743987886,0.22227476188275283,3.33286054026384,2.705159279778393e-05,8.927025623268698e-05,608,291,0.4786184210526316,4.098684210526316,304.0,2,0.8460869565217394,5.229585136148473,6.141414141414141,5.5604472383075505,25,1,99,0.2727272727272727,0.9042349048335143,0.08904445070360274,0.030303030303030304,9.84141414141414,75.61213460827973,0.6240377707071746,-2.244897959183671,76.40984866953227,0.5510204081632653,0.058,0.243,0.7,0.9994,0.10597276024943295,-0.6908,0.8779,0.09090909090909091
303,0.003134796238244514,0.018286311389759665,0.0,0.0005224660397074191,0.061128526645768025,0.001567398119122257,0.06896551724137931,0.019331243469174503,0.006792058516196447,0.03761755485893417,0.03814002089864159,0.04075235109717868,0.009926854754440962,0.0109717868338558,0.0020898641588296763,0.017241379310344827,0.01567398119122257,0.038662486938349006,38.97577145780992,0.17147387997124958,1.0999936204070182,2.1291719486509237e-05,3.193757922976386e-05,1914,454,0.23719958202716823,3.9096133751306166,957.0,2,0.7530666666666667,5.2121524434332365,20.361702127659573,28.769327702024032,147,1,94,0.26595744680851063,0.9229334998638072,0.05849482603107336,0.010638297872340425,17.039361702127668,100.96284552216366,1.1949803333957665,-6.666666666666674,101.97800203254978,0.43010752688172044,0.045,0.213,0.742,0.9999,0.15872147917753393,-0.7096,0.9757,0.09574468085106383
304,0.004044489383215369,0.012133468149646108,0.0,0.0,0.0839231547017189,0.003033367037411527,0.023255813953488372,0.022244691607684528,0.008088978766430738,0.034378159757330634,0.008088978766430738,0.015166835187057633,0.016177957532861477,0.005055611729019211,0.0010111223458038423,0.021233569261880688,0.008088978766430738,0.041456016177957536,27.657878452736746,0.333388273249813,2.624799134207034,3.2715788741883676e-05,0.0,989,359,0.36299292214357937,4.028311425682507,494.5,2,0.7942105263157895,5.2752547389265905,12.3625,19.919612973465583,142,1,80,0.2375,0.9002817742526531,0.08370815227966116,0.0375,14.283749999999998,87.47934938051367,0.8654940054257462,-4.535443037974681,85.03752721815307,0.5822784810126582,0.069,0.187,0.744,0.999,0.14636990652531637,-0.7587,0.9597,0.175
305,0.002556727388942154,0.00798977309044423,0.0009587727708533077,0.001278363694471077,0.0945989133908597,0.0028763183125599234,0.032598274209012464,0.010866091403004154,0.011824864173857462,0.032598274209012464,0.02524768296580377,0.031000319590923617,0.009587727708533078,0.00798977309044423,0.003515500159795462,0.01597954618088846,0.011505273250239693,0.029082774049217,32.877806038322895,0.32008509814911573,1.3888550909005715,3.023295410382221e-05,0.00012093181641528885,3129,673,0.2150846915947587,3.8440396292745285,447.0,7,0.7448387096774194,5.332949563294544,15.413793103448276,16.340928597308302,76,1,203,0.16748768472906403,0.8820949596137249,0.085929765714405,0.059113300492610835,14.026600985221675,119.30490093828693,1.0988972395869916,-5.663861386138613,119.87167031546485,0.26732673267326734,0.07,0.124,0.806,0.9996,0.129001600142906,-0.8894,0.9601,0.2019704433497537
307,0.0045662100456621,0.01445966514459665,0.00076103500761035,0.001141552511415525,0.06354642313546423,0.007229832572298325,0.024733637747336376,0.006468797564687975,0.01141552511415525,0.04071537290715373,0.008751902587519025,0.01293759512937595,0.01445966514459665,0.012557077625570776,0.0030441400304414,0.019406392694063926,0.01141552511415525,0.03995433789954338,8.788396426010129,0.31583678897154166,1.6999386853711618,5.2125685452763695e-05,7.254157892176282e-05,2628,718,0.2732115677321157,4.0034246575342465,525.6,5,0.7957692307692308,5.582567599766508,26.28,37.061532236500575,176,1,100,0.18,0.8945955815911293,0.08766252065757084,0.05,22.071000000000005,123.47313967504078,1.190702732091885,-9.795959595959598,122.07450712426,0.25252525252525254,0.069,0.2,0.731,0.9999,0.19224807396363638,-0.9014,0.9931,0.11
308,0.001876172607879925,0.0150093808630394,0.0,0.0028142589118198874,0.06848030018761726,0.0028142589118198874,0.04221388367729831,0.005628517823639775,0.019699812382739212,0.020637898686679174,0.013133208255159476,0.019699812382739212,0.009380863039399626,0.005628517823639775,0.006566604127579738,0.016885553470919325,0.013133208255159476,0.021575984990619138,24.325045167283893,0.12505829299122945,1.2856925322686146,3.6960248372869064e-05,0.000192721295087103,1066,374,0.350844277673546,4.112570356472795,355.3333333333333,3,0.7790243902439025,5.27592403537148,7.154362416107382,7.238900947092816,60,1,149,0.2080536912751678,0.9049284514164765,0.08640987919462298,0.040268456375838924,2.479865771812081,2.4540363845011863,2.884979702300405,3.168918918918918,2.778362737942117,0.32432432432432434,0.051,0.145,0.804,0.9979,0.10357791942499556,-0.7845,0.9578,0.10738255033557047
309,0.009287925696594427,0.010835913312693499,0.0,0.006191950464396285,0.09752321981424149,0.0015479876160990713,0.01238390092879257,0.009287925696594427,0.01238390092879257,0.04179566563467492,0.017027863777089782,0.02321981424148607,0.01238390092879257,0.0015479876160990713,0.0015479876160990713,0.02631578947368421,0.006191950464396285,0.04024767801857585,62.95997385688845,0.857156039599774,4.249475209753625,0.00011502075166061211,0.0006038589462182136,646,267,0.413312693498452,3.9628482972136223,215.33333333333334,3,0.7675000000000001,5.018355656475747,10.419354838709678,14.273153048209043,63,1,62,0.20967741935483872,0.8956677682938115,0.07474292649206028,0.016129032258064516,3.1080645161290366,3.9227080971494135,3.352361183186295,8.180327868852455,6.515643219005857,0.8032786885245902,0.065,0.194,0.741,0.9984,0.12428400312268637,-0.8047,0.9273,0.16129032258064516
310,0.005747126436781609,0.006896551724137931,0.0,0.0,0.09080459770114943,0.0034482758620689655,0.014942528735632184,0.01264367816091954,0.01839080459770115,0.01839080459770115,0.020689655172413793,0.01839080459770115,0.02413793103448276,0.006896551724137931,0.004597701149425287,0.01954022988505747,0.009195402298850575,0.03218390804597701,26.325988796582326,0.8333574964963414,2.1248776695534364,0.00010569427929713304,0.0,870,331,0.38045977011494253,3.975862068965517,870.0,1,0.7745454545454546,5.16414282737985,11.447368421052632,12.365969148532443,55,0,76,0.18421052631578946,0.8824070809703124,0.08723360458174562,0.05263157894736842,3.91842105263158,3.7147529492126656,2.9214237743451976,6.161333333333332,3.855914843364582,0.7466666666666667,0.093,0.129,0.778,0.9894,0.09269733705789471,-0.8338,0.8922,0.21052631578947367
311,0.003430531732418525,0.00686106346483705,0.0,0.005145797598627788,0.0823327615780446,0.0,0.017152658662092625,0.02058319039451115,0.018867924528301886,0.015437392795883362,0.012006861063464836,0.017152658662092625,0.017152658662092625,0.010291595197255575,0.008576329331046312,0.022298456260720412,0.012006861063464836,0.029159519725557463,82333.7615780446,0.5000728643800166,1.8570714753328403,6.472701381921745e-05,0.0004236677268166961,583,236,0.40480274442538594,3.9073756432246998,583.0,1,0.7672727272727274,4.944665700497971,6.625,6.513138798727865,33,1,88,0.23863636363636365,0.9271583022041754,0.06481260190140897,0.011363636363636364,2.474999999999999,2.4448514986752725,2.676767676767678,6.073563218390806,3.8476045030193333,0.7471264367816092,0.099,0.164,0.738,0.9885,0.09243378217215259,-0.7717,0.7086,0.20454545454545456
312,0.004024144869215292,0.01609657947686117,0.002012072434607646,0.0,0.07847082494969819,0.004024144869215292,0.026156941649899398,0.011066398390342052,0.01609657947686117,0.03420523138832998,0.014084507042253521,0.02414486921529175,0.007042253521126761,0.018108651911468814,0.0,0.019114688128772636,0.007042253521126761,0.028169014084507043,19.495403892132803,0.2500465908555431,2.714042320276235,6.477496771372704e-05,0.0,994,352,0.35412474849094566,3.9919517102615694,142.0,7,0.7747368421052632,5.243125981102082,11.295454545454545,17.456783479386626,97,1,88,0.4318181818181818,0.9095723446119915,0.07226432705393257,0.011363636363636364,3.868181818181809,5.321514464553037,2.920094007050536,5.0436781609195505,4.226458772504508,0.6666666666666666,0.064,0.179,0.757,0.9993,0.09688434632053297,-0.6951,0.8331,0.11363636363636363
