pid,sent_neg,sent_neu,sent_pos,sent_compound,word_count,unique_words,lexical_div,avg_word_len,avg_conf,dep_lexicon_count,dep_lexicon_ratio,dep_lexicon_unique,fps_ratio,fpp_ratio,tp_ratio,absolutist_count,absolutist_ratio,negation_count,negation_ratio,sent_variance,sent_range,mean_sent_len,response_brevity,question_ratio,hedging_count,hedging_ratio,tfidf_0,tfidf_1,tfidf_2,tfidf_3,tfidf_4,tfidf_5,tfidf_6,tfidf_7,tfidf_8,tfidf_9,tfidf_10,tfidf_11,tfidf_12,tfidf_13,tfidf_14,tfidf_15,tfidf_16,tfidf_17,tfidf_18,tfidf_19,tfidf_20,tfidf_21,tfidf_22,tfidf_23,tfidf_24,tfidf_25,tfidf_26,tfidf_27,tfidf_28,tfidf_29,tfidf_30,tfidf_31,tfidf_32,tfidf_33,tfidf_34,tfidf_35,tfidf_36,tfidf_37,tfidf_38,tfidf_39,tfidf_40,tfidf_41,tfidf_42,tfidf_43,tfidf_44,tfidf_45,tfidf_46,tfidf_47,tfidf_48,tfidf_49,sbert_0,sbert_1,sbert_2,sbert_3,sbert_4,sbert_5,sbert_6,sbert_7,sbert_8,sbert_9,sbert_10,sbert_11,sbert_12,sbert_13,sbert_14,sbert_15,sbert_16,sbert_17,sbert_18,sbert_19
302,0.043,0.741,0.216,0.9991,569,274,0.48154657293497366,4.031634446397188,0.9099290575066658,3,0.005272407732864675,3,0.05799648506151142,0.005272407732864675,0.008787346221441126,3,0.005272407732864675,9,0.015817223198594025,8.190250000000005e-05,0.018100000000000005,284.5,0.0017574692442882249,0.0,8,0.014059753954305799,0.11753554218146048,0.1908195566798618,0.30071311985382476,0.06330844583455444,0.18042787191229487,0.0,0.25926817075409964,0.18903645698122162,0.0,0.3509838754408212,0.1579555695575616,0.16086077481238523,0.05510924040394449,0.0,0.14201669387494809,0.0,0.0,0.06543356012102566,0.12254120937305828,0.17388233236489672,0.12028524794152991,0.21060742607674876,0.21512207611693504,0.1838118140595874,0.21095713194127425,0.0,0.0,0.11538933899574855,0.10482536015984056,0.05958810406674265,0.0,0.0,0.1771191347395923,0.06127060468652914,0.2604973762936561,0.06213373974806904,0.0553618059113398,0.06574471483990428,0.0,0.05664428076378512,0.21843173183510017,0.1579555695575616,0.0,0.0,0.0553618059113398,0.0,0.0,0.057694669497874274,0.24969927939957604,0.05460793295877504,0.2520251,0.14109765,-0.04002517,0.016389541,0.22074087,0.038546786,-0.003812939,-0.08342964,0.022960007,0.17442869,0.20803013,-0.105428524,-0.01734431,-0.03044803,0.10165672,0.08036712,-0.14595671,0.19167967,-0.09739247,0.004294549
303,0.043,0.76,0.197,0.9999,1879,458,0.2437466737626397,3.9111229377328365,0.9218734649644382,7,0.0037253858435337944,5,0.06226716338477914,0.0015965939329430547,0.019691325172964343,8,0.004257583821181479,23,0.012240553485896753,1.0000000000008899e-08,0.000200000000000089,939.5,0.0005321979776476849,0.0,62,0.03299627461415647,0.0,0.028759549664055948,0.10877342832835948,0.0,0.21754685665671897,0.02986790588590636,0.11722754149808352,0.1424540405465257,0.20965471926925985,0.05289886619932816,0.14283853688098486,0.19395426853346417,0.24917523611135795,0.1851460316976486,0.06421254034470736,0.08960371765771907,0.07578561854535983,0.20709949676819367,0.2770337111806537,0.10482735963462993,0.05438671416417974,0.11903211406748736,0.03242232682837348,0.1939235978264576,0.1271784133369631,0.154376295001491,0.05314344066416427,0.20869215818072645,0.09479311881938714,0.1347131605464482,0.23445508299616705,0.023698279704846784,0.1601680658092265,0.02770337111806537,0.20612081720781864,0.08428090729643925,0.17522204390545953,0.05945266065447164,0.05645049400533192,0.2561158878296562,0.07407257560883772,0.16664495969448231,0.21159546479731264,0.08668541128616963,0.15019032334753674,0.055925583890233305,0.03015376518625343,0.13043259886295405,0.08467574100799788,0.12345429268139618,0.14787993,0.069601715,0.3609433,0.011803456,0.1461883,-0.0473944,0.0047359318,0.12961058,-0.12602329,0.044287235,0.06114317,0.093805656,0.012964686,0.044151377,0.07019407,-0.003464764,-0.078617185,0.03098585,0.024850413,0.1080427
304,0.072,0.764,0.164,0.9982,966,352,0.36438923395445133,4.0020703933747415,0.9038461564017124,3,0.003105590062111801,3,0.08488612836438923,0.003105590062111801,0.022774327122153208,3,0.003105590062111801,22,0.022774327122153208,0.0003763600000000011,0.03880000000000006,483.0,0.0010351966873706005,0.0,25,0.025879917184265012,0.07743711112039918,0.0,0.0396243635674582,0.041710133496312335,0.0396243635674582,0.04352153940571224,0.12811217213133358,0.08302984699136914,0.11456062773272842,0.11562110004996573,0.10406744006873012,0.03532716845436912,0.07261633874683701,0.0,0.4678313597927463,0.04352153940571224,0.07361986466917571,0.04311024369354062,0.08073504465908189,0.038186875910909475,0.19812181783729102,0.06937829337915341,0.047243672859963476,0.040367522329540946,0.09265799130250332,0.11247346954755154,0.03871855556019959,0.03801155335689013,0.17265783847751365,0.11777707109938625,0.0,0.2071894061730164,0.07779544163871478,0.08073504465908189,0.21453259903588284,0.20468095096583147,0.036474569620512744,0.0,0.08225593078771087,0.22391709175433766,0.035977887999660625,0.0,0.11562110004996573,0.12631225495362244,0.07294913924102549,0.12223659966473045,0.08787614938905844,0.03801155335689013,0.5346635501201208,0.1439115519986425,0.118349835,-0.16344146,0.04713499,-0.097581536,0.12809093,0.009153713,-0.21594459,-0.14693823,-0.016332462,0.08175717,0.14975923,-0.118500136,-0.06752578,0.09557666,0.0341101,0.015560532,-0.08859214,0.044113353,-0.07778692,-0.030740764
305,0.069,0.816,0.115,0.9995,3082,674,0.22031148604802075,3.833225178455548,0.8914230074402849,12,0.003893575600259572,7,0.09506813757300454,0.0029201817001946787,0.011031797534068787,13,0.004218040233614536,79,0.02563270603504218,0.2587714391836734,1.5214,440.2857142857143,0.0003244646333549643,0.0,72,0.02336145360155743,0.016156294022759,0.06994620363719874,0.11573985684606414,0.0,0.01653426526372345,0.0181604601924916,0.14255476155388322,0.017323149085088658,0.06373774910771346,0.03216388043776931,0.3184482735614645,0.14741152201633986,0.18180599498233727,0.19298328262661588,0.01952144363992849,0.090802300962458,0.13823885551405093,0.12592185676862339,0.11791056902900993,0.06373774910771346,0.08267132631861723,0.3039733520359434,0.07885445708364383,0.05053310101243282,0.07732776852762184,0.07822065404552445,0.08078147011379501,0.15861279518572596,0.331410857448497,0.08190908993934187,0.23165148752506023,0.18731918029697656,0.06492422098707988,0.0673774680165771,0.07161531100201032,0.18789823817019108,0.12175947426062696,0.05422313576038376,0.06864672422274219,0.20244261932426952,0.21017753885764498,0.23159874440833783,0.12865552175107725,0.08784495789258301,0.06087973713031348,0.0,0.22001124059136307,0.20619663374144373,0.05148504316705664,0.10508876942882249,0.08849838,-0.23021868,0.16492695,-0.1624861,0.068193644,0.115542226,0.018902898,0.15850794,-0.29631224,0.09921563,-0.06567143,-0.120588966,-0.01349012,0.007753525,0.07475061,0.010548102,0.17505829,0.08803275,-0.054515958,0.007442614
307,0.069,0.735,0.197,0.9999,2605,724,0.2806142034548944,4.001151631477927,0.908398226266954,11,0.004222648752399232,5,0.06372360844529751,0.007293666026871401,0.006525911708253359,9,0.00345489443378119,55,0.02111324376199616,0.16107947250000001,0.9999,651.25,0.00038387715930902113,0.0,82,0.03147792706333973,0.03544759490858552,0.019183117493035088,0.07255375971171855,0.0,0.10883063956757784,0.03984482056034056,0.15638559909635505,0.11402317334239623,0.08740207947644855,0.17642229753310795,0.22231014593644455,0.11319949788462197,0.19944503526018661,0.15878006777979714,0.2355698180921313,0.03984482056034056,0.08425053253731112,0.296012034685099,0.3510939342603404,0.06992166358115884,0.19952283920722602,0.23818944207476198,0.12975751961588064,0.11087176871379172,0.08483020332790138,0.0686477741537626,0.15951417708863483,0.2610024042244087,0.2529146050038792,0.07188480812271977,0.03909639977408876,0.17387879094016695,0.10683487262287164,0.07391451247586114,0.17676791139942255,0.11243364836883053,0.050089772836283096,0.059483930795011866,0.03765345673675736,0.1366669847187419,0.09881538045722403,0.0952757768299048,0.08821114876655398,0.07709422662775425,0.0834829547271385,0.018651666301537553,0.06033925014635083,0.1218011219713907,0.07530691347351472,0.11528461053342803,0.031970132,-0.036346,-0.016749918,-0.09718831,0.20286064,-0.16248018,0.07489316,0.111453466,-0.20549026,0.012700632,-0.018240489,-0.25668833,0.04954488,0.20665143,0.13743117,-0.1108613,0.11911421,0.14717475,0.013520196,-0.0029549198
308,0.049,0.82,0.131,0.9972,1036,365,0.3552123552123552,4.066602316602316,0.9113062680268488,5,0.004826254826254826,2,0.0694980694980695,0.0028957528957528956,0.005791505791505791,7,0.006756756756756757,25,0.02413127413127413,9.025000000000121e-07,0.0019000000000000128,518.0,0.0009652509652509653,0.0,9,0.008687258687258687,0.3676778218309289,0.17686720978654535,0.08361767218228636,0.04400959353500315,0.1672353443645727,0.045920861400080615,0.09011662394359282,0.08760724339773997,0.20146050208150415,0.0813301579374199,0.14640617211348367,0.14909895453169214,0.11492946501349408,0.2439904738122597,0.0,0.2755251684004837,0.1553569863533913,0.22743445574387774,0.0,0.20146050208150415,0.08361767218228636,0.1830077151418546,0.09969638864145454,0.08518592969237701,0.0488830913877746,0.0,0.12255927394364297,0.08021422482470458,0.10930583033544226,0.04142335520843653,0.0,0.3279174910063268,0.1641685354806451,0.042592964846188505,0.0,0.0,0.0,0.0,0.08679066155783373,0.0,0.11388399612191992,0.10980462908511276,0.12199523690612984,0.04442526338345804,0.038485395485604514,0.0,0.04636036008342674,0.280749786886466,0.08679066155783373,0.22776799224383984,-0.23133886,-0.12711208,0.038501788,-0.2048172,0.034762338,-0.038474552,0.12567969,0.20284796,-0.13457869,0.10618925,-0.028478593,0.05878141,0.14467686,-0.066392556,-0.024833057,-0.116505116,-0.045534246,0.04926095,0.031813607,0.13490571
309,0.057,0.752,0.191,0.9984,635,268,0.42362204724409447,3.9543307086614172,0.8910665536413387,5,0.007874015748031496,4,0.09921259842519685,0.0015748031496062992,0.009448818897637795,5,0.007874015748031496,21,0.03307086614173228,0.001649055555555557,0.09050000000000002,211.66666666666666,0.0015748031496062992,0.0,22,0.03464566929133858,0.27782345568776723,0.0,0.14216152251113254,0.2244670531509075,0.2843230450222651,0.0,0.0,0.0,0.13700420475388897,0.06913621712195782,0.18668294443165154,0.38023303856455043,0.06513195636479913,0.06913621712195782,0.0,0.07807176881732296,0.06603205140832066,0.0,0.0,0.06850210237694448,0.0,0.0,0.0,0.0,0.332431865914058,0.0,0.0,0.136375194746763,0.06194497269251425,0.0,0.07660531637054024,0.247779890770057,0.0697772622199815,0.07241388779153335,0.07696850664942508,0.0,0.065430455953731,0.0,0.0,0.06694617447055602,0.19361842844715949,0.12445529628776768,0.06913621712195782,0.07552904685964645,0.130860911907462,0.3654599416118055,0.0,0.136375194746763,0.22133406009998602,0.19361842844715949,0.31775722,-0.102118984,0.09475154,-0.21592507,-0.027981719,-0.09809822,0.15826018,0.06484574,0.1474149,0.14427565,-0.06606014,-0.025076725,0.09613863,-0.058758225,-0.10486093,0.17995673,-0.12360021,0.10017577,0.17581896,-0.10434492
310,0.085,0.781,0.134,0.9939,860,339,0.39767441860465114,3.977906976744186,0.8948699774280671,8,0.009302325581395349,5,0.09186046511627907,0.0034883720930232558,0.012790697674418604,5,0.005813953488372093,40,0.046511627906976744,0.0,0.0,860.0,0.0011627906976744186,0.0,12,0.013953488372093023,0.12477599778879404,0.0,0.042565030550518544,0.0,0.12769509165155565,0.2337571493427233,0.04587327954916691,0.0,0.0,0.2898041044262283,0.2235813205326848,0.07589785016804473,0.11700818886202977,0.04140058634660403,0.0,0.09350285973708931,0.0,0.0,0.04336334180561505,0.0,0.0,0.07452710684422827,0.05074979627570697,0.0,0.3981379005698167,0.16109404202842736,0.12477599778879404,0.12249758362585723,0.14837711968941125,0.04217257749314856,0.09174655909833382,0.2967542393788225,0.08356892204478106,0.1734533672224602,0.0921815348932835,0.0879484251262504,0.11754443709141436,0.04652982545384048,0.04418022009337281,0.2806239181842598,0.03864793687453348,0.29810842737691307,0.04140058634660403,0.18091512416269417,0.07836295806094291,0.0,0.0,0.12249758362585723,0.17672088037349123,0.2705355581217344,0.26241285,-0.19260225,-0.21580702,0.28574017,-0.046078973,-0.06197929,-0.20572439,0.098381385,-0.053029012,0.038597472,0.026724886,-0.036519185,0.09767182,0.10948056,0.09950432,-0.16100565,-0.048661835,-0.08058816,0.032015957,-0.035704695
311,0.093,0.777,0.129,0.9448,560,232,0.4160714285714286,3.8839285714285716,0.9265680339798998,5,0.008928571428571428,4,0.08571428571428572,0.0,0.02142857142857143,2,0.0035714285714285713,21,0.0375,0.0,0.0,560.0,0.0017857142857142857,0.0,6,0.010714285714285714,0.18903172842478014,0.06819866276091183,0.06448468806506874,0.0,0.06448468806506874,0.21248085571729816,0.0,0.0,0.0,0.0,0.16935934880411696,0.17247429860599733,0.17726374120351057,0.0,0.07613487407042632,0.35413475952883033,0.11980896552451305,0.0701576092762817,0.0,0.0,0.0,0.056453116268038984,0.0,0.0,0.0,0.12202621394826722,0.06301057614159337,0.0,0.1685900166536206,0.19167040192662285,0.0,0.1685900166536206,0.25320859871560003,0.0,0.13965213805961244,0.0,0.059358713491566,0.0,0.13386329926327378,0.12146755610458274,0.17565124151067232,0.3387186976082339,0.18816177470633919,0.0,0.474869707932528,0.0,0.1430096428442476,0.0,0.0,0.058550413836890774,0.13217852,-0.2744723,0.13481033,0.08147984,0.11307655,-0.014056701,-0.11601494,0.06771217,0.077558465,0.0644709,-0.14556651,0.0001797229,-0.0154305305,-0.05335669,0.12104815,0.1374367,0.04091,-0.16091546,-0.0013678968,-0.1762294
312,0.061,0.795,0.144,0.9984,945,349,0.3724867724867725,3.961904761904762,0.8887902903556824,0,0.0,0,0.07936507936507936,0.004232804232804233,0.01164021164021164,6,0.006349206349206349,34,0.03597883597883598,0.16516698916666664,0.9929,157.5,0.0010582010582010583,0.0,15,0.015873015873015872,0.1219262681288955,0.13196528187797626,0.04159289783121446,0.043782288593353945,0.08318579566242892,0.045683684960068166,0.0448255905092495,0.0,0.0,0.040455048094537226,0.18206249945885608,0.14832887404610826,0.11433586636282966,0.12136514428361167,0.09821463462483589,0.22841842480034086,0.0,0.0,0.0,0.0,0.08318579566242892,0.14564999956708488,0.0,0.12711892993007648,0.048630615340098916,0.0787074265499866,0.162568357505194,0.03989996337700941,0.1087412771689479,0.24725644750138212,0.089651181018499,0.2174825543378958,0.08166031109382019,0.04237297664335883,0.36030489001438415,0.12890968760203736,0.03828662244835198,0.0,0.043171198440073416,0.31338835946712024,0.41541792309817227,0.18206249945885608,0.040455048094537226,0.0,0.11485986734505593,0.04276976707722327,0.32284639575119295,0.03989996337700941,0.0,0.11329579720859245,0.063090935,0.14525369,0.066508606,0.07577283,-0.13229066,0.10645174,-0.037534684,0.06493524,-0.06209391,-0.03203785,0.25107634,-0.21299958,-0.1083208,0.15374404,-0.1057429,-0.010348069,0.028102424,0.13656646,0.062653705,0.10373308
